id	gene	ortho_gene	score
478651	AT1G52930.1	GRMZM2G168176_T01	0.847
476296	AT1G52980.1	GRMZM2G144868_T01	1
479225	AT1G53000.1	GRMZM2G119256_T02	1
479225	AT1G53000.1	GRMZM2G119256_T01	0.622
484459	AT1G53030.1	GRMZM2G010933_T02	1
484459	AT1G53030.1	GRMZM2G010933_T01	1
476261	AT1G53050.1	GRMZM2G055089_T01	1
476261	AT1G53050.1	GRMZM2G097805_T01	1
476023	AT1G53090.1	GRMZM2G061602_T01	1
482928	AT1G53120.1	AC205564.3_FGT001	1
475495	AT1G53140.1	GRMZM2G010306_T01	1
475495	AT1G53140.1	GRMZM2G063737_T01	0.776
484274	AT1G53160.1	GRMZM2G163813_T03	1
484274	AT1G53160.1	GRMZM2G163813_T01	0.949
476697	AT1G53165.1	GRMZM2G027756_T01	1
476697	AT1G53165.1	GRMZM2G027756_T02	0.508
483894	AT1G53170.1	GRMZM2G438202_T01	1
483894	AT1G53170.1	GRMZM2G068967_T01	0.568
481461	AT1G53230.1	GRMZM2G015037_T02	0.577
481461	AT1G53230.1	AC205574.3_FGT006	1
481461	AT1G53230.1	GRMZM2G015037_T01	0.403
478028	AT1G53240.1	GRMZM2G466833_T01	1
478402	AT1G53280.1	GRMZM2G072909_T01	1
478983	AT1G53290.1	GRMZM2G130449_T01	1
478983	AT1G53290.1	GRMZM2G703600_T01	0.852
478983	AT1G53290.1	GRMZM2G130449_T02	0.756
478983	AT1G53290.1	GRMZM2G703600_T02	0.314
477142	AT1G53300.1	GRMZM2G166612_T01	1
477142	AT1G53300.1	GRMZM2G135089_T01	1
477142	AT1G53300.1	GRMZM2G112659_T01	1
475039	AT1G53310.1	GRMZM2G473001_T01	1
479181	AT1G53320.1	GRMZM2G435445_T01	1
480171	AT1G53345.1	GRMZM2G057829_T02	1
480171	AT1G53345.1	GRMZM2G057829_T01	1
480171	AT1G53345.1	GRMZM2G057829_T03	0.291
481329	AT1G53380.1	GRMZM2G436007_T01	0.299
481329	AT1G53380.1	GRMZM2G313867_T01	1
481329	AT1G53380.1	GRMZM2G061751_T01	0.295
483293	AT1G53400.1	GRMZM2G101282_T01	1
476795	AT1G53430.1	GRMZM2G011526_T01	1
476795	AT1G53440.1	GRMZM2G011526_T01	1
478297	AT1G53450.1	GRMZM2G025966_T01	0.816
478297	AT1G53450.1	GRMZM2G059753_T01	1
478297	AT1G53450.1	GRMZM2G105473_T01	0.334
479833	AT1G53490.1	GRMZM2G019971_T01	1
475319	AT1G53500.1	GRMZM2G166767_T02	1
475319	AT1G53500.1	GRMZM2G166767_T01	1
475319	AT1G53500.1	GRMZM2G044281_T01	0.684
475319	AT1G53500.1	GRMZM2G044281_T03	0.684
475319	AT1G53500.1	GRMZM2G044281_T02	0.684
483431	AT1G53520.1	GRMZM2G311919_T01	1
483431	AT1G53520.1	GRMZM2G311919_T02	0.657
483316	AT1G53530.1	GRMZM2G155642_T03	1
483316	AT1G53530.1	GRMZM2G155642_T02	1
483316	AT1G53530.1	GRMZM2G155642_T01	1
483316	AT1G53530.1	GRMZM2G066469_T01	0.977
483316	AT1G53530.1	GRMZM2G155642_T04	0.807
482499	AT1G53540.1	AC208204.3_FGT006	1
482499	AT1G53540.1	GRMZM2G046382_T01	1
482499	AT1G53540.1	GRMZM2G306679_T01	0.532
482499	AT1G53540.1	GRMZM2G479260_T01	0.5
478815	AT1G53570.1	GRMZM2G140726_T01	1
481528	AT1G53580.1	AC230013.2_FGT003	1
477562	AT1G53590.1	GRMZM2G144403_T01	1
484200	AT1G53645.1	GRMZM2G000644_T01	1
480523	AT1G53650.1	GRMZM2G029058_T01	1
482159	AT1G53670.1	GRMZM2G025322_T01	1
479710	AT1G53700.1	GRMZM2G019567_T01	1
477166	AT1G53720.1	GRMZM2G146190_T01	1
476041	AT1G53730.1	GRMZM2G153393_T01	1
476041	AT1G53730.1	GRMZM2G330907_T01	0.759
481541	AT1G53760.1	GRMZM2G153899_T03	1
481541	AT1G53760.1	GRMZM2G153899_T02	0.32
477743	AT1G53770.1	GRMZM2G030713_T01	1
484942	AT1G53790.1	GRMZM2G156506_T01	1
484942	AT1G53790.1	GRMZM2G156490_T01	1
484942	AT1G53790.1	GRMZM2G071997_T02	0.542
484942	AT1G53790.1	GRMZM2G071997_T01	0.542
480579	AT1G53800.1	GRMZM2G084928_T02	1
480579	AT1G53800.1	GRMZM2G084928_T03	0.428
479107	AT1G53850.1	GRMZM2G056870_T01	1
479107	AT1G53850.1	AC149475.2_FGT003	0.353
483001	AT1G53860.1	GRMZM2G080670_T01	1
483001	AT1G53860.1	GRMZM2G080670_T06	1
482782	AT1G53910.1	GRMZM2G171179_T01	1
482782	AT1G53910.1	GRMZM2G171179_T02	1
482782	AT1G53910.1	GRMZM2G018398_T02	0.301
482782	AT1G53910.1	GRMZM2G018398_T01	0.301
482782	AT1G53910.1	GRMZM2G110333_T01	0.28
483854	AT1G54050.1	GRMZM2G098167_T01	1
483854	AT1G54050.1	GRMZM2G165865_T01	0.592
483854	AT1G54050.1	GRMZM2G085934_T01	0.572
483189	AT1G54060.1	GRMZM2G392168_T01	1
483189	AT1G54060.1	GRMZM2G021831_T01	0.721
478438	AT1G54080.1	GRMZM2G166355_T01	1
477078	AT1G54090.1	GRMZM2G135817_T01	1
477078	AT1G54090.1	GRMZM2G143029_T01	1
477078	AT1G54090.1	GRMZM2G029527_T01	0.541
477078	AT1G54090.1	GRMZM2G076389_T01	0.496
476048	AT1G54100.1	GRMZM2G130440_T05	1
476048	AT1G54100.1	GRMZM2G130440_T02	1
481988	AT1G54110.1	GRMZM2G046244_T01	1
481988	AT1G54110.1	GRMZM2G436319_T01	0.869
481988	AT1G54110.1	GRMZM2G436319_T03	0.869
476404	AT1G54115.1	GRMZM2G013728_T01	1
476190	AT1G54130.1	GRMZM2G021074_T01	1
482874	AT1G54140.1	GRMZM2G114312_T01	1
482874	AT1G54140.1	GRMZM2G110076_T01	0.782
481984	AT1G54150.1	GRMZM2G004023_T01	1
481984	AT1G54150.1	GRMZM2G004023_T03	1
481984	AT1G54150.1	GRMZM2G004023_T06	1
481984	AT1G54150.1	GRMZM2G004023_T04	1
481984	AT1G54150.1	GRMZM2G004023_T05	1
481984	AT1G54150.1	GRMZM2G004023_T02	1
483519	AT1G54160.1	GRMZM2G000686_T04	1
483519	AT1G54160.1	GRMZM2G000686_T10	0.955
483519	AT1G54160.1	GRMZM2G000686_T03	0.955
483519	AT1G54160.1	GRMZM2G000686_T02	0.929
483519	AT1G54160.1	GRMZM2G000686_T01	0.929
483519	AT1G54160.1	GRMZM2G000686_T06	0.819
483519	AT1G54160.1	GRMZM2G000686_T05	0.774
483519	AT1G54160.1	GRMZM2G000686_T08	0.308
480396	AT1G54170.1	GRMZM2G001184_T01	1
480396	AT1G54170.1	GRMZM2G056773_T01	0.326
480072	AT1G54180.1	GRMZM2G066672_T01	0.754
480072	AT1G54180.1	GRMZM2G429658_T01	1
480072	AT1G54180.1	GRMZM2G037941_T01	0.269
483768	AT1G54200.1	GRMZM2G178852_T01	1
483768	AT1G54200.1	GRMZM2G007134_T01	0.512
483768	AT1G54200.1	GRMZM2G438606_T01	0.497
484559	AT1G54210.1	AC188134.2_FGT007	1
476964	AT1G54220.1	GRMZM2G015132_T01	1
476384	AT1G54270.1	GRMZM2G027995_T02	1
476384	AT1G54270.1	GRMZM2G027995_T01	1
476384	AT1G54270.1	GRMZM2G116034_T02	0.969
476384	AT1G54270.1	GRMZM2G116034_T01	0.875
482797	AT1G54290.1	GRMZM2G113414_T01	1
482797	AT1G54290.1	GRMZM2G113414_T02	1
482797	AT1G54290.1	GRMZM2G073535_T03	0.583
482797	AT1G54290.1	GRMZM2G073535_T01	0.583
478510	AT1G54320.1	GRMZM2G058900_T02	1
478510	AT1G54320.1	GRMZM2G058900_T01	0.945
478510	AT1G54320.1	GRMZM2G454299_T01	0.623
478510	AT1G54320.1	GRMZM2G180211_T01	0.295
478510	AT1G54320.1	GRMZM2G003988_T01	0.286
476011	AT1G54350.1	GRMZM2G074103_T01	1
476011	AT1G54350.1	GRMZM2G074103_T04	0.413
476011	AT1G54350.1	GRMZM2G074103_T03	0.413
476011	AT1G54350.1	GRMZM2G074103_T02	0.413
480284	AT1G54390.1	GRMZM2G011434_T02	1
480284	AT1G54390.1	GRMZM2G011434_T01	1
484526	AT1G54410.1	GRMZM2G448511_T01	1
477293	AT1G54440.1	GRMZM2G118917_T01	1
477293	AT1G54440.1	AC212390.3_FGT005	0.393
477293	AT1G54440.1	GRMZM2G118917_T02	0.356
476227	AT1G54450.1	GRMZM2G148323_T01	1
475338	AT1G54490.1	GRMZM2G099630_T01	1
482769	AT1G54500.1	GRMZM2G161306_T01	1
482769	AT1G54500.1	GRMZM2G123794_T01	0.64
482769	AT1G54500.1	GRMZM2G049370_T01	0.64
482769	AT1G54500.1	GRMZM2G047409_T01	0.628
482769	AT1G54500.1	GRMZM2G049432_T01	0.623
482769	AT1G54500.1	GRMZM2G123838_T01	0.577
482769	AT1G54500.1	GRMZM2G041368_T01	0.439
482769	AT1G54500.1	GRMZM2G013724_T01	0.439
482769	AT1G54500.1	GRMZM2G041404_T01	0.326
477191	AT1G54510.1	GRMZM2G390345_T02	1
477191	AT1G54510.1	GRMZM2G052650_T01	1
477191	AT1G54510.1	GRMZM2G052650_T03	1
477191	AT1G54510.1	GRMZM2G052650_T06	0.984
477191	AT1G54510.1	GRMZM2G052650_T02	0.826
477191	AT1G54510.1	GRMZM2G051673_T01	0.257
480031	AT1G54520.1	GRMZM2G097109_T01	1
480031	AT1G54520.1	GRMZM2G412229_T01	0.812
480031	AT1G54520.1	GRMZM2G412229_T02	0.696
478373	AT1G54570.1	GRMZM2G031568_T01	1
476489	AT1G54610.1	GRMZM2G369814_T01	0.874
476489	AT1G54610.1	GRMZM2G333433_T01	1
476489	AT1G54610.1	GRMZM2G084347_T01	0.467
480473	AT1G54650.1	GRMZM2G032944_T01	1
480473	AT1G54650.1	GRMZM2G032944_T02	0.506
482441	AT1G54690.1	GRMZM2G046055_T01	1
482441	AT1G54690.1	GRMZM2G107540_T01	0.816
482864	AT1G54770.1	GRMZM2G125512_T01	0.918
482864	AT1G54770.1	GRMZM2G075223_T01	1
482864	AT1G54770.1	GRMZM2G125512_T02	0.918
482864	AT1G54770.1	GRMZM2G125512_T03	0.556
480329	AT1G54780.1	GRMZM2G025882_T01	1
478928	AT1G54790.1	GRMZM2G022050_T02	1
478928	AT1G54790.1	AC212068.4_FGT005	1
478928	AT1G54790.1	GRMZM2G022050_T01	0.482
479942	AT1G54820.1	GRMZM2G179279_T01	1
484041	AT1G54920.1	GRMZM2G025126_T01	1
482478	AT1G54990.1	GRMZM2G159854_T01	1
482478	AT1G54990.1	GRMZM2G159854_T02	0.917
482234	AT1G55000.1	GRMZM2G123128_T01	1
475548	AT1G55020.1	GRMZM2G109130_T01	1
475548	AT1G55020.1	GRMZM2G109130_T02	0.551
475548	AT1G55020.1	GRMZM2G156861_T01	0.487
475548	AT1G55020.1	GRMZM2G062056_T01	0.396
484741	AT1G55030.1	GRMZM2G030823_T03	0.974
484741	AT1G55030.1	GRMZM2G030823_T02	1
484741	AT1G55030.1	GRMZM2G030823_T01	1
477496	AT1G55040.1	GRMZM2G080139_T01	1
477496	AT1G55040.1	GRMZM2G080139_T02	0.539
483730	AT1G55080.1	GRMZM2G160527_T01	1
475386	AT1G55090.1	GRMZM2G049588_T01	1
479954	AT1G55110.1	GRMZM2G143723_T01	1
477049	AT1G55120.1	GRMZM2G123633_T01	1
476156	AT1G55150.1	GRMZM2G143246_T01	1
484488	AT1G55160.1	GRMZM2G172274_T01	1
483444	AT1G55170.1	GRMZM2G152688_T03	1
483444	AT1G55170.1	GRMZM2G152688_T01	1
483444	AT1G55170.1	GRMZM2G152688_T02	0.981
483183	AT1G55190.1	GRMZM2G050890_T02	1
483183	AT1G55190.1	GRMZM2G050890_T01	1
475725	AT1G55200.1	GRMZM2G480607_T05	1
475725	AT1G55200.1	GRMZM2G480607_T07	1
475725	AT1G55200.1	GRMZM2G480607_T08	1
475725	AT1G55200.1	GRMZM2G480607_T03	1
475725	AT1G55200.1	GRMZM2G480607_T01	1
475725	AT1G55200.1	GRMZM2G480607_T06	1
475725	AT1G55200.1	GRMZM2G480607_T04	1
475725	AT1G55200.1	GRMZM2G480607_T02	1
483421	AT1G55210.1	GRMZM2G132273_T01	1
483421	AT1G55210.1	GRMZM2G320023_T01	0.766
476091	AT1G55250.1	GRMZM2G341271_T01	1
476091	AT1G55250.1	GRMZM2G341271_T02	0.98
484148	AT1G55265.1	GRMZM2G389510_T01	1
484148	AT1G55265.1	AC213463.3_FGT007	1
484148	AT1G55265.1	GRMZM2G038217_T01	0.797
484148	AT1G55265.1	GRMZM2G038217_T02	0.632
477465	AT1G55270.1	GRMZM2G147402_T01	1
482780	AT1G55280.1	GRMZM2G173085_T01	1
482329	AT1G55300.1	GRMZM2G147614_T01	1
482329	AT1G55300.1	GRMZM2G147614_T02	0.344
482329	AT1G55300.1	GRMZM2G029038_T01	0.299
482329	AT1G55300.1	GRMZM2G454830_T01	0.268
482035	AT1G55310.1	GRMZM2G060594_T05	1
482035	AT1G55310.1	GRMZM2G060594_T02	1
475344	AT1G55325.1	GRMZM2G153792_T02	1
475344	AT1G55325.1	GRMZM2G153792_T01	0.45
474973	AT1G55350.1	GRMZM2G321753_T01	1
477036	AT1G55360.1	GRMZM2G092669_T01	1
477036	AT1G55360.1	GRMZM2G125420_T01	1
477036	AT1G55360.1	GRMZM2G082312_T02	0.303
477036	AT1G55360.1	GRMZM2G082312_T01	0.274
482477	AT1G55370.1	GRMZM2G011373_T01	1
485109	AT1G55390.1	GRMZM2G001454_T01	1
485109	AT1G55390.1	GRMZM2G001454_T02	1
477776	AT1G55460.1	AC197118.3_FGT005	1
477776	AT1G55460.1	GRMZM2G117441_T01	0.736
480010	AT1G55480.1	GRMZM2G312910_T02	1
475653	AT1G55490.1	GRMZM2G083716_T04	1
475653	AT1G55490.1	GRMZM2G083716_T02	1
475653	AT1G55490.1	GRMZM2G083716_T03	1
475653	AT1G55490.1	GRMZM2G083716_T01	1
478246	AT1G55500.1	GRMZM2G076062_T02	1
478246	AT1G55500.1	GRMZM2G076062_T03	1
478246	AT1G55500.1	GRMZM2G330019_T02	0.804
478246	AT1G55500.1	GRMZM2G330019_T01	0.799
477479	AT1G55510.1	GRMZM2G037614_T01	1
480166	AT1G55520.1	GRMZM2G161418_T09	1
480166	AT1G55520.1	GRMZM2G161418_T02	1
480166	AT1G55520.1	GRMZM2G149238_T01	0.81
480166	AT1G55520.1	GRMZM2G149238_T03	0.81
482042	AT1G55530.1	GRMZM2G124441_T01	1
480400	AT1G55550.1	GRMZM2G018951_T02	1
480400	AT1G55550.1	GRMZM2G018951_T04	1
476482	AT1G55560.1	GRMZM2G157929_T01	1
476482	AT1G55560.1	GRMZM2G129064_T01	0.333
476482	AT1G55560.1	GRMZM2G142584_T01	0.287
476482	AT1G55570.1	GRMZM2G157929_T01	1
476482	AT1G55570.1	GRMZM2G129064_T01	0.333
476482	AT1G55570.1	GRMZM2G142584_T01	0.287
481941	AT1G55580.1	GRMZM2G114680_T01	1
481941	AT1G55580.1	GRMZM2G114680_T02	1
481941	AT1G55580.1	GRMZM2G143433_T01	0.309
479807	AT1G55590.1	GRMZM2G048665_T01	1
476780	AT1G55620.1	GRMZM2G128969_T01	1
478659	AT1G55630.1	GRMZM2G056594_T01	1
483070	AT1G55670.1	GRMZM2G377855_T01	1
477069	AT1G55680.1	GRMZM2G109039_T01	1
477583	AT1G55690.1	GRMZM2G010834_T02	0.915
477583	AT1G55690.1	GRMZM2G010834_T01	1
480338	AT1G55760.1	GRMZM2G130505_T01	1
480338	AT1G55760.1	GRMZM2G130505_T02	0.416
484193	AT1G55805.1	GRMZM2G172239_T02	1
484193	AT1G55805.1	GRMZM2G172239_T01	1
484193	AT1G55805.1	GRMZM2G172239_T03	1
476606	AT1G55810.1	GRMZM2G034143_T01	1
476606	AT1G55810.1	GRMZM2G169462_T01	0.738
479038	AT1G55840.1	GRMZM2G117823_T01	1
476453	AT1G55850.1	GRMZM2G014558_T01	1
477398	AT1G55870.1	GRMZM2G301246_T02	1
477398	AT1G55870.1	GRMZM2G301246_T01	0.974
479571	AT1G55880.1	GRMZM2G128744_T01	1
479571	AT1G55880.1	GRMZM2G128744_T02	0.321
482411	AT1G55890.1	GRMZM2G139141_T01	1
480570	AT1G55900.1	GRMZM2G035651_T02	1
480570	AT1G55900.1	GRMZM2G035651_T01	0.968
481255	AT1G55915.1	GRMZM2G061472_T01	1
481255	AT1G55915.1	GRMZM2G061472_T02	0.368
480706	AT1G55960.1	GRMZM2G028763_T01	1
482759	AT1G56020.1	GRMZM2G166430_T01	1
482759	AT1G56020.1	GRMZM2G128560_T01	0.468
482759	AT1G56020.1	GRMZM2G158520_T01	0.328
482759	AT1G56020.1	GRMZM2G168984_T01	0.277
477573	AT1G56050.1	GRMZM2G038494_T03	1
477573	AT1G56050.1	GRMZM2G038494_T02	0.494
477573	AT1G56050.1	GRMZM2G038494_T01	0.494
475069	AT1G56070.1	AC203173.3_FGT004	1
475069	AT1G56070.1	GRMZM2G040369_T01	0.983
475069	AT1G56070.1	GRMZM2G040369_T02	0.983
475069	AT1G56070.1	GRMZM2G095851_T01	0.983
475069	AT1G56070.1	GRMZM2G095851_T02	0.983
475069	AT1G56070.1	GRMZM2G113250_T01	0.933
482106	AT1G56090.1	GRMZM2G008060_T01	1
476446	AT1G56110.1	GRMZM2G144995_T01	1
476446	AT1G56110.1	GRMZM2G110233_T03	0.801
476446	AT1G56110.1	GRMZM2G110233_T01	0.782
476446	AT1G56110.1	GRMZM2G110233_T02	0.355
476239	AT1G56145.1	GRMZM2G151567_T01	1
484712	AT1G56150.1	GRMZM2G447151_T01	1
484712	AT1G56150.1	GRMZM2G422419_T01	1
482287	AT1G56170.1	GRMZM2G161680_T01	0.884
482287	AT1G56170.1	GRMZM2G124421_T01	1
482287	AT1G56170.1	GRMZM2G311316_T01	0.41
482287	AT1G56170.1	GRMZM2G311316_T03	0.41
482287	AT1G56170.1	GRMZM2G311316_T02	0.41
478867	AT1G56180.1	GRMZM2G128012_T01	1
476571	AT1G56190.1	GRMZM2G089136_T01	1
476571	AT1G56190.1	GRMZM2G089136_T02	1
476571	AT1G56190.1	GRMZM2G083016_T01	0.728
483959	AT1G56210.1	GRMZM2G123486_T02	1
483959	AT1G56210.1	GRMZM2G113863_T01	0.292
484378	AT1G56220.1	GRMZM2G073755_T01	1
484378	AT1G56220.1	GRMZM2G073755_T02	1
484378	AT1G56220.1	GRMZM2G043338_T01	0.969
484378	AT1G56220.1	GRMZM2G043338_T03	0.621
478557	AT1G56230.1	GRMZM2G444029_T01	1
478557	AT1G56230.1	GRMZM2G444029_T02	0.361
484723	AT1G56260.1	GRMZM2G002910_T01	1
483826	AT1G56280.1	GRMZM2G038284_T02	1
483826	AT1G56280.1	GRMZM2G038284_T05	0.789
483826	AT1G56280.1	GRMZM2G038284_T01	0.776
483826	AT1G56280.1	GRMZM2G038284_T04	0.511
483826	AT1G56280.1	GRMZM2G014066_T01	0.476
483826	AT1G56280.1	GRMZM2G069018_T02	0.473
483826	AT1G56280.1	GRMZM2G069018_T01	0.31
476924	AT1G56290.1	GRMZM2G301071_T01	1
483321	AT1G56300.1	GRMZM2G134476_T01	1
483321	AT1G56300.1	GRMZM2G016734_T02	0.667
483321	AT1G56300.1	GRMZM2G016734_T03	0.381
481084	AT1G56310.1	GRMZM2G130634_T02	1
481084	AT1G56310.1	GRMZM2G130634_T01	1
484795	AT1G56320.1	GRMZM2G021433_T02	1
484795	AT1G56320.1	GRMZM2G021433_T01	0.644
476877	AT1G56340.1	GRMZM2G074687_T02	1
476877	AT1G56340.1	GRMZM2G074687_T01	0.976
476877	AT1G56340.1	GRMZM2G358059_T01	0.847
480646	AT1G56345.1	GRMZM2G046088_T02	1
480646	AT1G56345.1	GRMZM2G046088_T03	0.977
480646	AT1G56345.1	GRMZM2G046088_T01	0.252
480646	AT1G56345.1	GRMZM2G046088_T04	0.252
480272	AT1G56450.1	GRMZM2G023080_T01	1
480272	AT1G56450.1	GRMZM2G040164_T01	0.915
480272	AT1G56450.1	GRMZM2G040164_T02	0.915
476340	AT1G56500.1	GRMZM2G306898_T01	1
483518	AT1G56540.1	GRMZM2G002656_T01	1
475952	AT1G56560.1	GRMZM2G084940_T02	1
483649	AT1G56580.1	GRMZM2G139786_T01	1
483649	AT1G56580.1	GRMZM2G164781_T01	1
483649	AT1G56580.1	GRMZM2G131409_T01	0.532
477430	AT1G56590.1	GRMZM2G074278_T01	1
485004	AT1G56610.1	GRMZM2G004834_T01	1
485004	AT1G56610.1	GRMZM2G084035_T01	1
479760	AT1G56670.1	GRMZM2G174975_T01	1
479760	AT1G56670.1	GRMZM2G174975_T02	1
481099	AT1G56700.1	GRMZM2G104443_T02	1
481099	AT1G56700.1	GRMZM2G104443_T01	1
476978	AT1G56720.1	GRMZM2G034855_T03	0.766
476978	AT1G56720.1	GRMZM2G034855_T01	1
476978	AT1G56720.1	GRMZM2G034855_T02	0.501
481289	AT1G57560.1	GRMZM2G127490_T01	1
481289	AT1G57560.1	GRMZM2G171781_T01	0.918
481289	AT1G57560.1	GRMZM2G017520_T01	0.567
476632	AT1G57600.1	GRMZM2G042981_T01	1
481589	AT1G57620.1	GRMZM2G136058_T01	1
481589	AT1G57620.1	GRMZM2G414569_T01	0.371
482044	AT1G57680.1	GRMZM2G050803_T01	1
478745	AT1G57750.1	GRMZM2G323830_T01	1
476060	AT1G57820.1	GRMZM2G339151_T01	1
476060	AT1G57820.1	GRMZM2G461447_T01	0.607
476764	AT1G57870.1	GRMZM2G138676_T01	1
476764	AT1G57870.1	GRMZM2G138676_T02	1
476764	AT1G57870.1	GRMZM2G138676_T05	1
476764	AT1G57870.1	GRMZM2G138676_T03	1
475978	AT1G58030.1	GRMZM2G042313_T01	1
475978	AT1G58030.1	GRMZM2G092433_T01	0.376
475978	AT1G58030.1	GRMZM2G007810_T02	0.371
475978	AT1G58030.1	GRMZM2G007810_T01	0.371
478684	AT1G58080.1	GRMZM2G068862_T01	1
482372	AT1G58100.1	GRMZM2G093895_T01	1
482372	AT1G58100.1	GRMZM2G089638_T01	0.612
482471	AT1G58110.1	GRMZM2G024851_T01	1
482471	AT1G58110.1	GRMZM2G120167_T01	0.397
483421	AT1G58170.1	GRMZM2G132273_T01	1
483421	AT1G58170.1	GRMZM2G320023_T01	0.766
477656	AT1G58200.1	GRMZM2G028914_T03	1
477656	AT1G58200.1	GRMZM2G028914_T01	1
475052	AT1G58230.1	GRMZM2G401869_T01	1
474982	AT1G58250.1	GRMZM2G448687_T01	1
474982	AT1G58250.1	GRMZM2G448687_T02	0.814
485041	AT1G58270.1	GRMZM2G042704_T05	1
485041	AT1G58270.1	GRMZM2G042704_T01	1
485041	AT1G58270.1	GRMZM2G042704_T03	1
485041	AT1G58270.1	GRMZM2G042704_T04	1
476831	AT1G58290.1	GRMZM2G177412_T03	1
476831	AT1G58290.1	GRMZM2G177412_T02	1
476831	AT1G58290.1	GRMZM2G107402_T01	1
476831	AT1G58290.1	GRMZM2G177412_T04	0.578
476831	AT1G58290.1	AC213521.3_FGT005	0.469
478010	AT1G58340.1	GRMZM2G135877_T01	1
477092	AT1G58360.1	GRMZM2G108023_T01	1
475449	AT1G58370.1	GRMZM2G058128_T01	1
485055	AT1G58420.1	GRMZM2G479717_T01	1
480881	AT1G58430.1	GRMZM2G043632_T02	1
480881	AT1G58430.1	GRMZM2G043632_T01	0.931
476184	AT1G58440.1	GRMZM2G091456_T01	1
476184	AT1G58440.1	GRMZM2G091456_T02	0.981
476184	AT1G58440.1	GRMZM2G105787_T01	0.777
481162	AT1G59510.1	GRMZM2G477314_T01	1
481162	AT1G59510.1	GRMZM2G091487_T01	0.833
476951	AT1G59580.1	GRMZM2G062914_T01	1
476951	AT1G59580.1	GRMZM2G062914_T03	1
476951	AT1G59580.1	GRMZM2G048455_T01	1
476951	AT1G59580.1	GRMZM2G048455_T02	1
481455	AT1G59600.1	GRMZM2G096409_T01	1
475189	AT1G59610.1	GRMZM2G157462_T01	1
475189	AT1G59610.1	GRMZM2G404893_T01	0.579
482694	AT1G59640.1	GRMZM2G137358_T01	1
478182	AT1G59650.1	GRMZM2G060509_T04	1
478182	AT1G59650.1	GRMZM2G060509_T03	1
478182	AT1G59650.1	GRMZM2G060509_T02	0.989
478182	AT1G59650.1	GRMZM2G060509_T01	0.989
478182	AT1G59650.1	GRMZM2G094698_T01	0.868
476113	AT1G59660.1	GRMZM2G059015_T01	1
476113	AT1G59660.1	GRMZM2G344924_T01	0.772
482702	AT1G59700.1	GRMZM2G054653_T01	1
482702	AT1G59700.1	GRMZM2G302373_T01	0.465
482702	AT1G59700.1	GRMZM2G025190_T01	0.37
482702	AT1G59700.1	GRMZM2G480439_T01	0.327
482702	AT1G59700.1	GRMZM2G161827_T01	0.295
481163	AT1G59710.1	GRMZM2G049912_T01	1
477934	AT1G59720.1	GRMZM2G144843_T01	1
478952	AT1G59740.1	GRMZM2G026459_T01	1
476258	AT1G59750.1	GRMZM2G702026_T01	1
476258	AT1G59750.1	GRMZM2G017187_T03	0.283
476258	AT1G59750.1	GRMZM2G137413_T01	0.258
475101	AT1G59760.1	GRMZM2G040995_T02	1
475101	AT1G59760.1	GRMZM2G040995_T01	0.987
475001	AT1G59820.1	GRMZM2G177107_T02	1
475001	AT1G59820.1	GRMZM2G177107_T01	1
477421	AT1G59830.1	GRMZM2G133464_T01	1
477421	AT1G59830.1	GRMZM2G038195_T01	0.85
477421	AT1G59830.1	GRMZM2G038195_T02	0.85
477421	AT1G59830.1	GRMZM2G119546_T01	0.725
477421	AT1G59830.1	GRMZM2G119546_T02	0.725
474997	AT1G59870.1	GRMZM2G000614_T01	1
477245	AT1G59900.1	GRMZM2G361693_T01	1
477967	AT1G59910.1	GRMZM2G142779_T01	1
480154	AT1G59960.1	GRMZM2G060952_T01	1
480154	AT1G59960.1	GRMZM2G060952_T02	0.411
480870	AT1G59970.1	GRMZM2G110220_T01	1
477881	AT1G59990.1	GRMZM2G100043_T01	1
481909	AT1G60000.1	GRMZM2G078362_T01	1
484031	AT1G60010.1	GRMZM2G031991_T01	1
484031	AT1G60010.1	GRMZM2G036282_T01	0.744
484031	AT1G60010.1	GRMZM2G036282_T02	0.512
480074	AT1G60060.1	GRMZM2G116185_T04	1
480074	AT1G60060.1	GRMZM2G116185_T02	0.583
480074	AT1G60060.1	GRMZM2G136831_T01	0.278
480074	AT1G60060.1	GRMZM2G116185_T06	0.254
475301	AT1G60070.1	GRMZM2G017421_T02	1
475301	AT1G60070.1	GRMZM2G017421_T01	1
475301	AT1G60070.1	GRMZM2G030144_T01	0.852
475301	AT1G60070.1	GRMZM2G054210_T01	0.37
475301	AT1G60070.1	GRMZM2G054210_T02	0.366
475301	AT1G60070.1	GRMZM2G030144_T02	0.302
483173	AT1G60080.1	GRMZM2G123331_T01	1
483173	AT1G60080.1	AC205814.3_FGT003	0.583
475351	AT1G60140.1	GRMZM2G008226_T01	1
475351	AT1G60140.1	GRMZM2G366659_T01	0.787
475351	AT1G60140.1	GRMZM2G077659_T01	0.264
475312	AT1G60160.1	GRMZM2G036916_T01	1
476799	AT1G60200.1	GRMZM2G132857_T01	1
476799	AT1G60200.1	GRMZM2G038643_T01	0.782
476799	AT1G60200.1	GRMZM2G038643_T02	0.532
484792	AT1G60220.1	AC211175.3_FGT003	1
477730	AT1G60230.1	GRMZM2G063729_T01	1
477424	AT1G60390.1	GRMZM2G146665_T01	1
